user_id,cc_id,num_cc,channel,trial_money,trial_nums,trial_price,teacher_id,teacher_type,is_weekend,num_days_reserve,student_evaluation,has_comment,trial_issue,if_converted
140205,319.0,3.0,99.0,9.9,1,9.9,450,5,1,10.0,0.68,0,0,0
140220,0.0,0.0,99.0,9.9,1,9.9,387,6,0,9.0,2.13,0,0,0
140230,0.0,0.0,99.0,9.8,1,9.8,209,2,1,6.0,1.95,0,0,0
140312,0.0,0.0,99.0,9.9,1,9.9,377,2,0,30.0,1.46,0,0,0
140462,0.0,0.0,99.0,9.9,1,9.9,370,2,0,5.0,3.03,0,0,0
140507,0.0,0.0,99.0,9.9,1,9.9,309,2,0,11.0,1.46,0,0,0
140730,319.0,2.0,99.0,9.9,1,9.9,318,2,1,9.0,1.89,0,0,0
140744,319.0,3.0,99.0,9.9,1,9.9,362,2,1,7.0,2.06,0,0,0
140774,319.0,2.0,99.0,9.9,1,9.9,451,2,0,10.0,0.64,0,0,0
140841,319.0,3.0,94.0,9.9,1,9.9,386,2,0,2.0,2.6,0,0,0
141272,0.0,0.0,99.0,9.9,1,9.9,209,2,1,8.0,0.59,0,0,0
141421,0.0,0.0,99.0,8.6,1,8.6,300,10,0,8.0,0.78,0,0,0
141470,0.0,0.0,99.0,9.8,1,9.8,377,2,0,24.0,1.97,0,0,0
141521,0.0,0.0,99.0,9.9,1,9.9,406,5,0,2.0,0.61,0,0,0
141539,0.0,0.0,99.0,9.9,1,9.9,387,6,0,15.0,1.71,0,0,0
141614,286.0,3.0,99.0,9.9,1,9.9,177,2,1,2.0,2.2,0,0,0
141634,319.0,3.0,99.0,9.9,1,9.9,226,2,0,10.0,2.72,0,0,0
141741,319.0,2.0,99.0,9.9,1,9.9,255,2,0,14.0,2.78,0,0,0
141780,235.0,7.0,99.0,9.9,1,9.9,406,5,0,5.0,1.78,0,0,0
142170,319.0,3.0,99.0,9.9,1,9.9,213,2,0,4.0,1.0,0,0,0
